0.000000;N2;S-1;B00; Start()
0.309164;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.309164;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.309164;N2;S1;E13;    · I am TXing. Do nothing.
0.309231;N2;S1;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.309231;N2;S1;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.309231;N2;S1;D04;    · Distance to transmitting node N1: 1000.000000 m
0.309231;N2;S1;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.309231;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.309231;N2;S1;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.309231;N2;S1;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.309231;N2;S1;D08;    · I am NOT the TX destination (N3)
0.314785;N2;S1;G00; myTXFinished()
0.314785;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.314785;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.314785;N2;S0;F00;  - Resuming backoff at 0.000001 s
0.314785;N2;S0;F00; endBackoff()
0.314785;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.314785;N2;S1;Z01;    · Computed TX duration: 0.001266 s
0.314785;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.314785;N2;S1;F04;    · Transmission of packet #28 started
0.314785;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.314785;N2;S1;H00;  - NACK of packet #28 received from N1 sent to a) N2 and b) N-1 with reason 0
0.314785;N2;S1;H02;  - I am implied in the NACK with packet id #28
0.314785;N2;S1;H02;  - Destination N1 was transmitting!s
0.314785;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.314785;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.316051;N2;S1;G00; myTXFinished()
0.316051;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.316051;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.316051;N2;S0;F00;  - Resuming backoff at 0.000135 s
0.316187;N2;S0;F00; endBackoff()
0.316187;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.316187;N2;S1;Z01;    · Computed TX duration: 0.003366 s
0.316187;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.316187;N2;S1;F04;    · Transmission of packet #29 started
0.316187;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.316187;N2;S1;H00;  - NACK of packet #29 received from N1 sent to a) N2 and b) N-1 with reason 0
0.316187;N2;S1;H02;  - I am implied in the NACK with packet id #29
0.316187;N2;S1;H02;  - Destination N1 was transmitting!s
0.316187;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.316187;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.319552;N2;S1;G00; myTXFinished()
0.319552;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.319552;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.319552;N2;S0;F00;  - Resuming backoff at 0.000248 s
0.319800;N2;S0;F00; endBackoff()
0.319800;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.319800;N2;S1;Z01;    · Computed TX duration: 0.016958 s
0.319800;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.319800;N2;S1;F04;    · Transmission of packet #30 started
0.319800;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.319800;N2;S1;H00;  - NACK of packet #30 received from N1 sent to a) N2 and b) N-1 with reason 0
0.319800;N2;S1;H02;  - I am implied in the NACK with packet id #30
0.319800;N2;S1;H02;  - Destination N1 was transmitting!s
0.319800;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.319800;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.336758;N2;S1;G00; myTXFinished()
0.336758;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.336758;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.336758;N2;S0;F00;  - Resuming backoff at 0.000004 s
0.336762;N2;S0;F00; endBackoff()
0.336762;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.336762;N2;S1;Z01;    · Computed TX duration: 0.003823 s
0.336762;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.336762;N2;S1;F04;    · Transmission of packet #31 started
0.336762;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.336762;N2;S1;H00;  - NACK of packet #31 received from N1 sent to a) N2 and b) N-1 with reason 0
0.336762;N2;S1;H02;  - I am implied in the NACK with packet id #31
0.336762;N2;S1;H02;  - Destination N1 was transmitting!s
0.336762;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.336762;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.340584;N2;S1;G00; myTXFinished()
0.340584;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.340584;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.340584;N2;S0;F00;  - Resuming backoff at 0.000185 s
0.340769;N2;S0;F00; endBackoff()
0.340769;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.340769;N2;S1;Z01;    · Computed TX duration: 0.008385 s
0.340769;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.340769;N2;S1;F04;    · Transmission of packet #32 started
0.340769;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.340769;N2;S1;H00;  - NACK of packet #32 received from N1 sent to a) N2 and b) N-1 with reason 0
0.340769;N2;S1;H02;  - I am implied in the NACK with packet id #32
0.340769;N2;S1;H02;  - Destination N1 was transmitting!s
0.340769;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.340769;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.343322;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.343322;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
0.343322;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.343322;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.343322;N2;S1;E13;    · I am TXing. Do nothing.
0.343345;N2;S1;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.343345;N2;S1;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.343345;N2;S1;D04;    · Distance to transmitting node N1: 1000.000000 m
0.343345;N2;S1;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.343345;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.343345;N2;S1;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.343345;N2;S1;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.343345;N2;S1;D08;    · I am NOT the TX destination (N3)
0.349154;N2;S1;G00; myTXFinished()
0.349154;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.349154;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.349154;N2;S0;F00;  - Resuming backoff at 0.000019 s
0.349173;N2;S0;F00; endBackoff()
0.349173;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.349173;N2;S1;Z01;    · Computed TX duration: 0.031042 s
0.349173;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.349173;N2;S1;F04;    · Transmission of packet #33 started
0.349173;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.349173;N2;S1;H00;  - NACK of packet #33 received from N1 sent to a) N2 and b) N-1 with reason 0
0.349173;N2;S1;H02;  - I am implied in the NACK with packet id #33
0.349173;N2;S1;H02;  - Destination N1 was transmitting!s
0.349173;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.349173;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.351681;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.351681;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
0.351681;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.351681;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.351681;N2;S1;E13;    · I am TXing. Do nothing.
0.351697;N2;S1;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.351697;N2;S1;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.351697;N2;S1;D04;    · Distance to transmitting node N1: 1000.000000 m
0.351697;N2;S1;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.351697;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.351697;N2;S1;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.351697;N2;S1;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.351697;N2;S1;D08;    · I am NOT the TX destination (N3)
0.356631;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.356631;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
0.356631;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.356631;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.356631;N2;S1;E13;    · I am TXing. Do nothing.
0.356634;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.356634;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.356634;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.356634;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.356634;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.356634;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.356634;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.356634;N2;S1;D08;    · I am NOT the TX destination (N3)
0.358315;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.358315;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.358315;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.358315;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.358315;N2;S1;E13;    · I am TXing. Do nothing.
0.358461;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.358461;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.358461;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.358461;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.358461;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.358461;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.358461;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.358461;N2;S1;D08;    · I am NOT the TX destination (N3)
0.363523;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.363523;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.363523;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.363523;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.363523;N2;S1;E13;    · I am TXing. Do nothing.
0.363557;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.363557;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.363557;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.363557;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.363557;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.363557;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.363557;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.363557;N2;S1;D08;    · I am NOT the TX destination (N3)
0.375500;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.375500;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.375500;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.375500;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.375500;N2;S1;E13;    · I am TXing. Do nothing.
0.375628;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.375628;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.375628;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.375628;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.375628;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.375628;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.375628;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.375628;N2;S1;D08;    · I am NOT the TX destination (N3)
0.380215;N2;S1;G00; myTXFinished()
0.380215;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.380215;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.380215;N2;S0;F00;  - Resuming backoff at 0.000040 s
0.380254;N2;S0;F00; endBackoff()
0.380254;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.380254;N2;S1;Z01;    · Computed TX duration: 0.003027 s
0.380254;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.380254;N2;S1;F04;    · Transmission of packet #34 started
0.380254;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.380254;N2;S1;H00;  - NACK of packet #34 received from N1 sent to a) N2 and b) N-1 with reason 2
0.380254;N2;S1;H02;  - I am implied in the NACK with packet id #34
0.380254;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.380254;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.380254;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.383282;N2;S1;G00; myTXFinished()
0.383282;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.383282;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.383282;N2;S0;F00;  - Resuming backoff at 0.000005 s
0.383287;N2;S0;F00; endBackoff()
0.383287;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.383287;N2;S1;Z01;    · Computed TX duration: 0.005018 s
0.383287;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.383287;N2;S1;F04;    · Transmission of packet #35 started
0.383287;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.383287;N2;S1;H00;  - NACK of packet #35 received from N1 sent to a) N2 and b) N-1 with reason 2
0.383287;N2;S1;H02;  - I am implied in the NACK with packet id #35
0.383287;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.383287;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.383287;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.388305;N2;S1;G00; myTXFinished()
0.388305;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.388305;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.388305;N2;S0;F00;  - Resuming backoff at 0.000074 s
0.388379;N2;S0;F00; endBackoff()
0.388379;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.388379;N2;S1;Z01;    · Computed TX duration: 0.008331 s
0.388379;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.388379;N2;S1;F04;    · Transmission of packet #36 started
0.388379;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.388379;N2;S1;H00;  - NACK of packet #36 received from N1 sent to a) N2 and b) N-1 with reason 2
0.388379;N2;S1;H02;  - I am implied in the NACK with packet id #36
0.388379;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.388379;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.388379;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.392812;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.392812;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.392812;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.392812;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.392812;N2;S1;E13;    · I am TXing. Do nothing.
0.392929;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.392929;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.392929;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.392929;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.392929;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.392929;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.392929;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.392929;N2;S1;D08;    · I am NOT the TX destination (N3)
0.396711;N2;S1;G00; myTXFinished()
0.396711;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.396711;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.396711;N2;S0;F00;  - Resuming backoff at 0.000036 s
0.396746;N2;S0;F00; endBackoff()
0.396746;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.396746;N2;S1;Z01;    · Computed TX duration: 0.005753 s
0.396746;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.396746;N2;S1;F04;    · Transmission of packet #37 started
0.396746;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.396746;N2;S1;H00;  - NACK of packet #37 received from N1 sent to a) N2 and b) N-1 with reason 2
0.396746;N2;S1;H02;  - I am implied in the NACK with packet id #37
0.396746;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.396746;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.396746;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.398158;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.398158;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.398158;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.398158;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.398158;N2;S1;E13;    · I am TXing. Do nothing.
0.398377;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.398377;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.398377;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.398377;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.398377;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.398377;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.398377;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.398377;N2;S1;D08;    · I am NOT the TX destination (N3)
0.402499;N2;S1;G00; myTXFinished()
0.402499;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.402499;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.402499;N2;S0;F00;  - Resuming backoff at 0.000138 s
0.402636;N2;S0;F00; endBackoff()
0.402636;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.402636;N2;S1;Z01;    · Computed TX duration: 0.005603 s
0.402636;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.402636;N2;S1;F04;    · Transmission of packet #38 started
0.402636;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.402636;N2;S1;H00;  - NACK of packet #38 received from N1 sent to a) N2 and b) N-1 with reason 2
0.402636;N2;S1;H02;  - I am implied in the NACK with packet id #38
0.402636;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.402636;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.402636;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.408240;N2;S1;G00; myTXFinished()
0.408240;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.408240;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.408240;N2;S0;F00;  - Resuming backoff at 0.000129 s
0.408368;N2;S0;F00; endBackoff()
0.408368;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.408368;N2;S1;Z01;    · Computed TX duration: 0.010009 s
0.408368;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.408368;N2;S1;F04;    · Transmission of packet #39 started
0.408368;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.408368;N2;S1;H00;  - NACK of packet #39 received from N1 sent to a) N2 and b) N-1 with reason 2
0.408368;N2;S1;H02;  - I am implied in the NACK with packet id #39
0.408368;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.408368;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.408368;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.418378;N2;S1;G00; myTXFinished()
0.418378;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.418378;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.418378;N2;S0;F00;  - Resuming backoff at 0.000105 s
0.418483;N2;S0;F00; endBackoff()
0.418483;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.418483;N2;S1;Z01;    · Computed TX duration: 0.013472 s
0.418483;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.418483;N2;S1;F04;    · Transmission of packet #40 started
0.418483;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.418483;N2;S1;H00;  - NACK of packet #40 received from N1 sent to a) N2 and b) N-1 with reason 2
0.418483;N2;S1;H02;  - I am implied in the NACK with packet id #40
0.418483;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.418483;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.418483;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.425122;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.425122;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.425122;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.425122;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.425122;N2;S1;E13;    · I am TXing. Do nothing.
0.425247;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.425247;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.425247;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.425247;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.425247;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.425247;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.425247;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.425247;N2;S1;D08;    · I am NOT the TX destination (N3)
0.431955;N2;S1;G00; myTXFinished()
0.431955;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.431955;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.431955;N2;S0;F00;  - Resuming backoff at 0.000049 s
0.432004;N2;S0;F00; endBackoff()
0.432004;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.432004;N2;S1;Z01;    · Computed TX duration: 0.024214 s
0.432004;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.432004;N2;S1;F04;    · Transmission of packet #41 started
0.432004;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.432004;N2;S1;H00;  - NACK of packet #41 received from N1 sent to a) N2 and b) N-1 with reason 2
0.432004;N2;S1;H02;  - I am implied in the NACK with packet id #41
0.432004;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.432004;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.432004;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.434828;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.434828;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.434828;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.434828;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.434828;N2;S1;E13;    · I am TXing. Do nothing.
0.434868;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.434868;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.434868;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.434868;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.434868;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.434868;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.434868;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.434868;N2;S1;D08;    · I am NOT the TX destination (N3)
0.456218;N2;S1;G00; myTXFinished()
0.456218;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.456218;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.456218;N2;S0;F00;  - Resuming backoff at 0.000119 s
0.456337;N2;S0;F00; endBackoff()
0.456337;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.456337;N2;S1;Z01;    · Computed TX duration: 0.001899 s
0.456337;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.456337;N2;S1;F04;    · Transmission of packet #42 started
0.456337;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.456337;N2;S1;H00;  - NACK of packet #42 received from N1 sent to a) N2 and b) N-1 with reason 2
0.456337;N2;S1;H02;  - I am implied in the NACK with packet id #42
0.456337;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.456337;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.456337;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.458235;N2;S1;G00; myTXFinished()
0.458235;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.458235;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.458235;N2;S0;F00;  - Resuming backoff at 0.000118 s
0.458353;N2;S0;F00; endBackoff()
0.458353;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.458353;N2;S1;Z01;    · Computed TX duration: 0.002845 s
0.458353;N2;S1;F04;    · Transmission is possible in range: 0 - 0
